0
"Tentunya sama dengan teman teman yang lain, harapan saya kedepan Jakarta Marathon bisa lebih baik lagi dari segi persiapan, pelaksanaan dan lain sebagainya

Sudah selayaknya Ibu Kota Negara punya event marathon yang mumpuni dan berkelas
.
Yuk JakMar bisa yuk!!!! ✊🏼😎"
"5 kali ikutan Jakarta Marathon dan bersyukur bisa finish diurutan pertama (marathon nasional) dengan catatan waktu 2jam 37menit 9detik
.
Event kali ini gak mau ikutan kasih review, cos udah diwakilin sama teman2 pelarian tanah air komplit dari A-Z https://t.co/Sj8Te9s3FW"
"Pengurus Provinsi PMI DKI Jakarta, Ketua bidang pelayanan kesehatan, dr. Sibrohmalisi hadir untuk mendukung dan memastikan pelayanan kesehatan yang diberikan kepada para peserta Jakarta Marathon berjalan dengan baik. https://t.co/pnOIEIaY2D"
"Jakarta Marathon 2022, Tim Posko PMI se-DKI Jakarta siaga pelayanan kesehatan

Tim pokso PMI se DKI Jakarta berjaga dalam memberikan pelayanan kesehatan pada acara Jakarta Marathon di Gelora Bung Karno, Minggu (16/10). https://t.co/UOh9YORnNe"
#selamatsiang @jakartamarathon
@aniesbaswedan @DKIJakarta Pinter cari moment pas ada keramaian CFD dan Jakarta marathon... Makin kelihatan masif deh 🤭
"Lubang menganga sabtu malam dilapor warga ke apps, minggu pagi lari pagi udah mulusssss. 
Era Ahok. 

Kemarin pelari2 jakarta marathon sendiri ngelintasi lubang2 gede ga pernah diperbaiki di sekitar stasiun LRT deket KPK. 3 Tahun bikin celaka (utamanya motor) https://t.co/Yg832OD95c"
"Jakarta marathon 2022 kemarin,
Yee... PB 🎉🎉
Meskipun beda tipis tapi tetep personal best tercapai💖 https://t.co/uHjWab2HB9"
Pelari Indonesia Odekta Naibaho Berhasil Kunci Gelar Juara Jakarta Marathon 2022 https://t.co/4MPlD0KH9b
"Jakarta Marathon 2022 bukan hanya diikuti warga negara Indonesia. Sebanyak 864 warga negara asing dari 25 negara juga berpartisipasi. Total hadiah di acara ini disebut hingga Rp120 juta.

#Temansandi #UnderTheQueensUmbrellaEp2 https://t.co/WigFKER9sp"
Odekta Naibaho Berjaya di Jakarta Marathon 2022 - Bola https://t.co/pMdPLVO7wC https://t.co/6A2Z7iYCKO
"Tercepat di Half Marathon, Odekta Meriahkan Jakarta Marathon 2022 https://t.co/navxwbJ7GK"
"Sebanyak 864 warga negara asing dari 25 negara juga berpartisipasi dalam Jakarta Marathon 2022. Total hadiah di acara ini disebut hingga Rp120 juta

#Temansandi #Sandiagauno #Sandiuno
Ferdy Sambo Eriksen Liverpool Pinggang #HalaMadrid Mo Salah https://t.co/PLmgXakvgU"
"Sebanyak 864 warga negara asing dari 25 negara juga berpartisipasi dalam Jakarta Marathon 2022. Total hadiah di acara ini disebut hingga Rp120 juta

#Temansandi #Sandiagauno #Sandiuno
Ferdy Sambo Eriksen Liverpool Pinggang #HalaMadrid Mo Salah https://t.co/7CO3u4Syvk"
Odekta Elvina Naibaho Juara 21 K Jakarta Marathon 2022 https://t.co/aYdl9SbDAP
Odekta Elvina Naibaho Juara 21 K Jakarta Marathon 2022 https://t.co/EYu6lF9Xxp
Peraih Medali Emas SEA Games 2021 Jadi yang Tercepat di Jakarta Marathon 2022 https://t.co/FR3gUAOXoF
"Sandiaga  turut ucapkan rasa terima kasih kepada peserta Jakarta Marathon 2022. Menurutnya, dengan adanya para peserta yang mencapai 14.300 orang itu sudah mendukung program sport tourism, yang dicanangkan oleh pihak daerah.

#Temansandi ( Pesantren Tebuireng ) ( El Rumi ) https://t.co/RlkMXCrMeh"
"@TodiTwit Bang, update medal lagi, medalnya ada 2 tipe, yang bagus sama yg arsiran 🤣 aduh jakmar taun ini Jakarta Drama Marathon banget"
"Tahun ke tahun, warga pelari gak pernah belajar dari gak profesional nya jakarta marathon."
"Jakarta Marathon 2022 dan Edukasi Pentingnya Pemenuhan Air Mineral bagi Tubuh https://t.co/jgkcbWfoLt baca juga berita dari media lainnya di Indonesia di https://t.co/GkwQxRUMd1 

#jakartamarathon2022 #sandiagauno #odektaelvinanaibaho #dehidrasi"
"JakMar 2022
Jakarta (makin) marah-marah apa mau kekeuh Jakarta Marathon? https://t.co/XmYAE08EaU"
"Usai Jakarta Marathon 2022, Odekta Naibaho Bidik Juara di SEA Games 2023 - Detik Sport #game #gamer https://t.co/8NWNfICSa3"
"Recap timeline, seminggu terakhir (versi gw):
- Leslar rujuk (?)
- Kapolda jatim ditangkep
- Jakarta marathon kacau
- AMI award dan abang2an skena lokal
- AB selesai menjabat"
Le Minerale Dukung Gelaran Jakarta Marathon 2022 | https://t.co/i0mcx36QZe https://t.co/BkZdZEGR8W
Belum move on dr Jakarta marathon https://t.co/tyejhAYLMl
@prettyrzn @collegemenfess Terakhir kmrn aku jadi Marshall Jakarta marathon kak
Tips Dokter Tirta Ikuti Jakarta Marathon 2022 - Investor Daily https://t.co/3bDrHl4Aak
"Meriahkan Jakarta Marathon 2022, Odekta Naibaho Jadi Juara Kategori Half Marathon https://t.co/OAnDjvhI7H"
"Le Minerale Penuhi Asupan Mineral Essensial Pelari Jakarta Marathon 2022

 #Sindonews #BukanBeritaBiasa .https://t.co/GZ4y01uLwS"
"Setelah Jakarta Marathon 2022, Odikta Nippahu Menargetkan Untuk Memenangkan Pertandingan Angkatan Laut Pada Tahun 2023 https://t.co/thW03juQrE"
gak ada timer? HAHA. Terus pake jam masing2? ngaco jakarta marathon. https://t.co/4jolfXE3Py
"Dukung Gaya Hidup Sehat, Allianz Hadir di Jakarta Marathon 2022

 #Sindonews #BukanBeritaBiasa .https://t.co/SuI1yWpHyL"
"Jakarta Marathon this morning.
 Nicely done! 🥵🥵🥵

#adidasrunners #adizeroadiospro https://t.co/LZHv8WGpcn"
"Jakarta Marathon 2022: Odekta Naibaho Jadi yang Tercepat di Half Marathon 

 https://t.co/dEJeyyVBRl"
gw yg ga ikutan jakarta marathon aja emosi denger curhatan runners yg join.. shame on you #JakartaMarathon2022
"Odekta Elvina Naibaho berhasil meraih hasil manis di Jakarta Marathon 2022. Setelah hasil ini, dia ingin bidik sukses di SEA Games Kamboja dan Asian Games. https://t.co/C1Itz82fQn"
"Inilah Cara dr. Tirta Finish di Jakarta Marathon 2022   #IndonesiaMemanggil  #winmetawin
https://t.co/DHfllUJBGc"
Atlet Indonesia Odekta Elvina Naibaho menjadi yang tercepat di lomba lari Jakarta Marathon 2022. Dia finis di urutan pertama kategori half marathon. https://t.co/aZhBJ1iu4r
"Odekta Elvina Naibaho berhasil meraih hasil manis di Jakarta Marathon 2022. Setelah hasil ini, dia ingin bidik sukses di SEA Games Kamboja dan Asian Games. https://t.co/hwp36L5SfC"
Allianz Indonesia x Jakarta Marathon 2022: Ingatkan Pentingnya Persiapan Hidup Layaknya Lari Marathon https://t.co/TFxZzLHQwy
Joined 10k nya Jakarta Marathon 2022. Rame beneeeer! Ga bisa lari di km awal saking padatnya. Bisa berkontemplasi hingga km ke 6. Km 7 merutuki kenapa pakai sepatu ini yang mengakibatkan lecet kaki. Setelah itu drama nyeri banget tapak kaki bagian dalam. Alhamdulillah bisa finish https://t.co/v17zLfYy9e
Ekspresi Peserta Jakarta Marathon 2022 di Tengah Lomba https://t.co/TEKurAlwUg #TempoFoto
@HalsDemigod91 HARUSNYA IKUTAN INI JAKARTA MARATHON !! 😭😭😭
"PERAIH medali emas pada pertandingan Sea Games Vietnam cabang olahraga lari maraton, Odekta Elvina Naibaho juara pertama pada Jakarta Marathon 2022 pada Minggu (16/10/2022).  https://t.co/rFxGgLNswQ"
Virgin Marathon @JakartaMarathon 2022. Salah besar 20km pertama lari pace 6 kebawa pace kenceng😂 27.5km keatas tiap 2.5km di WS pasti mampir ke medic buat release otot😂 selalu semprot2 salonpas spray di setiap udh mulai ada yang tegang otot2 kaki.
"Jakarta marathon cukup kacau sekelas event lari besar, gua bukan peserta tp temen temen lari atau peserta pd sharing banyak bgt keluhan, timer distart/finish gak ada gua dengernya aja kaget pokoknya masih banyak lagi masalah, tahun depan mungkin bakal sepi🙈"
"Jakarta Marathon 2022

https://t.co/i38UzA5VDS"
tencuu Jakarta Marathon 2022 https://t.co/ssFEqYuFxe
"Very proud of myself❤️ fresh out of the hospital and anemic (my doctor actually didnt allow me to participate, but im quite stubborn so😂) but still made it to the finish line nonetheless hehe

Jakarta Marathon 2022
#REBORN https://t.co/hJ2GnWlv1c"
"Dukungan kesehatan AGD Dinkes DKI Jakarta pada kegiatan Jakarta Marathon 2022 yang diadakan di Kawasan GBK, Jakarta Pusat pada hari Minggu, 16 Oktober 2022. https://t.co/636KDcfq1A"
Odekta Elvina Naibaho Menjadi yang Tercepat di Lomba Lari Jakarta Marathon 2022 https://t.co/EaBk1SJE2J
Mas GA hari ini ikut Jakarta Marathon 👍
"@yudiharahap46 Terakhir saya ikut jakarta marathon 2018(10 K),,,,rencana 2022 ikut lagi,tapi benar2 nggk tau infonya,,,selamat buat yg mengikuti 2022,,,,saya tunggu 2023"
"@rinilucia GBK hari ini banyak banget sampahnya, karna ada 3 event di situ. Jalan sehat Golkar, maulid nabi, dan Jakarta Marathon. Tadi banyak banget sampahnya. Kalau maulid nabi di dalem istora, jd lebih terkontrol mungkin sampahnya."
"Tercepat di Jakarta Marathon 2022, Odekta Jadikan Modal Persiapan SEA Games 2023 Kamboja https://t.co/Tkg1GNc0MB #GoRiau"
The Jakarta Marathon is an annual international-scale running competition organised by the Jakarta government. https://t.co/QXSCeg1tEZ
2023 ikut jakarta marathon
"Juara di Jakarta Marathon, Odekta Kejar Medali Emas SEA Games 2023 https://t.co/JXj5Z3bYVR"
Atlet Indonesia Odekta Elvina Naibaho menjadi yang tercepat di lomba lari Jakarta Marathon 2022. Dia finis di urutan pertama kategori half marathon. https://t.co/6GjBzXC3aC
"Jakarta Marathon 2022: Odekta Naibaho Jadi yang Tercepat di Half Marathon https://t.co/DFd4PifQoZ baca juga berita dari media lainnya di Indonesia di https://t.co/GkwQxScVr9 

#jakartamarathon #odektaelvinanaibaho #jakartamarathon2022"
"Catat Waktu Tercepat di Jakarta Marathon 2022, Modal Odekta Menuju SEA Games 2023 Kamboja https://t.co/ShJXxQ1h4H"
Odekta Tampil Tercepat di Jakarta Marathon 2022 https://t.co/VSrlaVzBFn
"itupun latian bagian atas aja, gak berani latian bagian bawah. Kemudian nyoba lari pertama kali setelah cukup yakin sembuh, tanggal 10 Oktober (5km). Sementara event #jakartamarathon tanggal 16 Oktober. Udah pesimis, hahahha. 

Akhirnya jualan di IG dan Twitter."
Tuntas #JakartaMarathon yang mengusung spirit sport tourism. Melihat dan merasakan dari dekat denyut jalanan Ibu Kota yang terasa pengap dikurung jalan layang. Sungguh destinasi sarat refleksi. https://t.co/wGjzJA0erX
Orang orang yang ikut jakarta marathon terus besoknya kerja apa tidak pegal pegal?
"Beda ya, atmosfernya Amsterdam sama Jakarta Marathon"
"Pelaksanaan Jakarta Marathon 2022 👇👇

#CaratSelcaDay
#IndonesiaMemanggil
#SEVENTEEN
Eric
#KPWorldTourSeoul
#OCTOPOP2022
Kevin
#MileApoxKPWTSeoul
On Sunday, October 16, 2022, thousands of individuals participated in the Jakarta Marathon 
https://t.co/WXLODJKOY5"
Jakarta Marathon 2022: Odekta Naibaho Jadi yang Tercepat di Kategori Half Marathon https://t.co/Tl5QNz1nom
"Selama menggeluti olahraga lari, Odekta Naibaho berulang kali menjuarai dan mendapatkan medali emas di beberapa ajang bergengsi. #JakartaMarathon https://t.co/K2TG4ovo2X"
"@NoonaaNaanaa hrsnya rajin grogol 1 &lt;=&gt; groģol 2 minimal 2x sehari
siapa tau thn dpn bs ikut jakarta marathon 😄"
"Peraih Emas SEA Games Juara Jakarta Marathon 2022, Bawa Pulang Rp25 Juta - iNews https://t.co/O1IjbaBZ8R"
Jakarta Marathon 2022 Diikuti 15.300 Peserta - Harian Terbit https://t.co/YEHGIYSawd
yuk bisa yuk jakarta marathon 2k23 https://t.co/I2fJwX3LD8
Medali Jakarta Marathon 2022 Kategori Half Marathon 21Km https://t.co/QlmU4D15C9
Hurray! Congratulations! We made it to the finish line of Jakarta Marathon 2022! Praise God for the safety and good weather. 🙏 🌸🌻💜❤ https://t.co/4cxeHy6nmo
"Berita Bola Terkini Nova88 Indonesia Klik https://t.co/VsbRjz93WW : Jakarta Marathon 2022: Odekta Naibaho Tercepat, Gelar Juara Jadi Modal https://t.co/R4q9tiSQHB https://t.co/N9iL2A6dxU"
